"","group","item","class","name","parnum","value","lbound","ubound","est","prior.type","prior_1","prior_2"
"63491","all","X1885","dich","a2",6349,-0.065918996205721,-Inf,Inf,TRUE,"none",NA,NA
"63492","all","X1885","dich","a3",6349,-0.63883083175097,-Inf,Inf,TRUE,"none",NA,NA
"6350","all","X1885","dich","d",6350,3.53761940301406,-Inf,Inf,TRUE,"none",NA,NA
"6351","all","X1885","dich","g",6351,0,0,1,FALSE,"none",NA,NA
"6352","all","X1885","dich","u",6352,1,0,1,FALSE,"none",NA,NA
"6353","all","X1886","dich","a1",6353,0.851,-Inf,Inf,TRUE,"none",NA,NA
"63531","all","X1886","dich","a2",6353,-0.168765370486048,-Inf,Inf,TRUE,"none",NA,NA
"63532","all","X1886","dich","a3",6353,-0.490797497373344,-Inf,Inf,TRUE,"none",NA,NA
"6354","all","X1886","dich","d",6354,6.47054624387976,-Inf,Inf,TRUE,"none",NA,NA
"6355","all","X1886","dich","g",6355,0,0,1,FALSE,"none",NA,NA
"6356","all","X1886","dich","u",6356,1,0,1,FALSE,"none",NA,NA
"6357","all","X1887","dich","a1",6357,0.851,-Inf,Inf,TRUE,"none",NA,NA
"63571","all","X1887","dich","a2",6357,0.137552687924865,-Inf,Inf,TRUE,"none",NA,NA
"63572","all","X1887","dich","a3",6357,0.753185288695082,-Inf,Inf,TRUE,"none",NA,NA
"6358","all","X1887","dich","d",6358,4.76943118330928,-Inf,Inf,TRUE,"none",NA,NA
"6359","all","X1887","dich","g",6359,0,0,1,FALSE,"none",NA,NA
"6360","all","X1887","dich","u",6360,1,0,1,FALSE,"none",NA,NA
"6361","all","X1888","dich","a1",6361,0.851,-Inf,Inf,TRUE,"none",NA,NA
"63611","all","X1888","dich","a2",6361,0.781952024240357,-Inf,Inf,TRUE,"none",NA,NA
"63612","all","X1888","dich","a3",6361,0.172079571161996,-Inf,Inf,TRUE,"none",NA,NA
"6362","all","X1888","dich","d",6362,3.37676339807279,-Inf,Inf,TRUE,"none",NA,NA
"6363","all","X1888","dich","g",6363,0,0,1,FALSE,"none",NA,NA
"6364","all","X1888","dich","u",6364,1,0,1,FALSE,"none",NA,NA
"6365","all","X1889","dich","a1",6365,0.851,-Inf,Inf,TRUE,"none",NA,NA
"63651","all","X1889","dich","a2",6365,-0.619635246665332,-Inf,Inf,TRUE,"none",NA,NA
"63652","all","X1889","dich","a3",6365,0.066352093974751,-Inf,Inf,TRUE,"none",NA,NA
"6366","all","X1889","dich","d",6366,5.66057019870577,-Inf,Inf,TRUE,"none",NA,NA
"6367","all","X1889","dich","g",6367,0,0,1,FALSE,"none",NA,NA
"6368","all","X1889","dich","u",6368,1,0,1,FALSE,"none",NA,NA
"6369","all","X1890","dich","a1",6369,0.851,-Inf,Inf,TRUE,"none",NA,NA
"63691","all","X1890","dich","a2",6369,0.583604983887383,-Inf,Inf,TRUE,"none",NA,NA
"63692","all","X1890","dich","a3",6369,-0.188215267536395,-Inf,Inf,TRUE,"none",NA,NA
"6370","all","X1890","dich","d",6370,6.07711175106402,-Inf,Inf,TRUE,"none",NA,NA
"63711","all","X1890","dich","g",6371,0,0,1,FALSE,"none",NA,NA
"63721","all","X1890","dich","u",6372,1,0,1,FALSE,"none",NA,NA
"6373","all","X1891","dich","a1",6373,0.851,-Inf,Inf,TRUE,"none",NA,NA
"63731","all","X1891","dich","a2",6373,0.0592218874797058,-Inf,Inf,TRUE,"none",NA,NA
"63732","all","X1891","dich","a3",6373,-1.21006589596968,-Inf,Inf,TRUE,"none",NA,NA
"6374","all","X1891","dich","d",6374,5.90726020008582,-Inf,Inf,TRUE,"none",NA,NA
"6375","all","X1891","dich","g",6375,0,0,1,FALSE,"none",NA,NA
"6376","all","X1891","dich","u",6376,1,0,1,FALSE,"none",NA,NA
"6377","all","X1892","dich","a1",6377,0.851,-Inf,Inf,TRUE,"none",NA,NA
"63771","all","X1892","dich","a2",6377,-0.36573308724431,-Inf,Inf,TRUE,"none",NA,NA
"63772","all","X1892","dich","a3",6377,0.0988031426765462,-Inf,Inf,TRUE,"none",NA,NA
"6378","all","X1892","dich","d",6378,3.5253238882899,-Inf,Inf,TRUE,"none",NA,NA
"6379","all","X1892","dich","g",6379,0,0,1,FALSE,"none",NA,NA
"6380","all","X1892","dich","u",6380,1,0,1,FALSE,"none",NA,NA
"6381","all","X1893","dich","a1",6381,0.851,-Inf,Inf,TRUE,"none",NA,NA
"63811","all","X1893","dich","a2",6381,0.868515863415574,-Inf,Inf,TRUE,"none",NA,NA
"63812","all","X1893","dich","a3",6381,0.0304810073415537,-Inf,Inf,TRUE,"none",NA,NA
"6382","all","X1893","dich","d",6382,6.07711175106402,-Inf,Inf,TRUE,"none",NA,NA
"6383","all","X1893","dich","g",6383,0,0,1,FALSE,"none",NA,NA
"6384","all","X1893","dich","u",6384,1,0,1,FALSE,"none",NA,NA
"6385","all","X1894","dich","a1",6385,0.851,-Inf,Inf,TRUE,"none",NA,NA
"63851","all","X1894","dich","a2",6385,0.0929585832654969,-Inf,Inf,TRUE,"none",NA,NA
"63852","all","X1894","dich","a3",6385,-0.324781296060016,-Inf,Inf,TRUE,"none",NA,NA
"6386","all","X1894","dich","d",6386,3.11545457301379,-Inf,Inf,TRUE,"none",NA,NA
"6387","all","X1894","dich","g",6387,0,0,1,FALSE,"none",NA,NA
"6388","all","X1894","dich","u",6388,1,0,1,FALSE,"none",NA,NA
"6389","all","X1895","dich","a1",6389,0.851,-Inf,Inf,TRUE,"none",NA,NA
"63891","all","X1895","dich","a2",6389,-0.141107984248887,-Inf,Inf,TRUE,"none",NA,NA
"63892","all","X1895","dich","a3",6389,0.0245566201434565,-Inf,Inf,TRUE,"none",NA,NA
"6390","all","X1895","dich","d",6390,3.71660482975994,-Inf,Inf,TRUE,"none",NA,NA
"6391","all","X1895","dich","g",6391,0,0,1,FALSE,"none",NA,NA
"6392","all","X1895","dich","u",6392,1,0,1,FALSE,"none",NA,NA
"6393","all","X1896","dich","a1",6393,0.851,-Inf,Inf,TRUE,"none",NA,NA
"63931","all","X1896","dich","a2",6393,0.414041433945384,-Inf,Inf,TRUE,"none",NA,NA
"63932","all","X1896","dich","a3",6393,-0.18320062586509,-Inf,Inf,TRUE,"none",NA,NA
"6394","all","X1896","dich","d",6394,4.98120742490167,-Inf,Inf,TRUE,"none",NA,NA
"6395","all","X1896","dich","g",6395,0,0,1,FALSE,"none",NA,NA
"6396","all","X1896","dich","u",6396,1,0,1,FALSE,"none",NA,NA
"6397","all","X1897","dich","a1",6397,0.851,-Inf,Inf,TRUE,"none",NA,NA
"63971","all","X1897","dich","a2",6397,0.434819175529869,-Inf,Inf,TRUE,"none",NA,NA
"63972","all","X1897","dich","a3",6397,0.629867115634899,-Inf,Inf,TRUE,"none",NA,NA
"6398","all","X1897","dich","d",6398,4.5892395064628,-Inf,Inf,TRUE,"none",NA,NA
"6399","all","X1897","dich","g",6399,0,0,1,FALSE,"none",NA,NA
"6400","all","X1897","dich","u",6400,1,0,1,FALSE,"none",NA,NA
"6401","all","X1898","dich","a1",6401,0.851,-Inf,Inf,TRUE,"none",NA,NA
"64011","all","X1898","dich","a2",6401,-0.471534903359977,-Inf,Inf,TRUE,"none",NA,NA
"64012","all","X1898","dich","a3",6401,0.15466941205591,-Inf,Inf,TRUE,"none",NA,NA
"6402","all","X1898","dich","d",6402,6.18268580672277,-Inf,Inf,TRUE,"none",NA,NA
"6403","all","X1898","dich","g",6403,0,0,1,FALSE,"none",NA,NA
"6404","all","X1898","dich","u",6404,1,0,1,FALSE,"none",NA,NA
"6405","all","X1899","dich","a1",6405,0.851,-Inf,Inf,TRUE,"none",NA,NA
"64051","all","X1899","dich","a2",6405,-0.229131523734061,-Inf,Inf,TRUE,"none",NA,NA
"64052","all","X1899","dich","a3",6405,0.382383357717968,-Inf,Inf,TRUE,"none",NA,NA
"6406","all","X1899","dich","d",6406,6.18268580672277,-Inf,Inf,TRUE,"none",NA,NA
"6407","all","X1899","dich","g",6407,0,0,1,FALSE,"none",NA,NA
"6408","all","X1899","dich","u",6408,1,0,1,FALSE,"none",NA,NA
"6409","all","X1900","dich","a1",6409,0.851,-Inf,Inf,TRUE,"none",NA,NA
"64091","all","X1900","dich","a2",6409,0.474089327326081,-Inf,Inf,TRUE,"none",NA,NA
"64092","all","X1900","dich","a3",6409,-0.72313337059914,-Inf,Inf,TRUE,"none",NA,NA
"6410","all","X1900","dich","d",6410,5.56437648369973,-Inf,Inf,TRUE,"none",NA,NA
"64111","all","X1900","dich","g",6411,0,0,1,FALSE,"none",NA,NA
"64121","all","X1900","dich","u",6412,1,0,1,FALSE,"none",NA,NA
"6413","all","X1901","dich","a1",6413,0.851,-Inf,Inf,TRUE,"none",NA,NA
"64131","all","X1901","dich","a2",6413,-0.629843061487474,-Inf,Inf,TRUE,"none",NA,NA
"64132","all","X1901","dich","a3",6413,-0.479953861371722,-Inf,Inf,TRUE,"none",NA,NA
"6414","all","X1901","dich","d",6414,7.05473474552927,-Inf,Inf,TRUE,"none",NA,NA
"6415","all","X1901","dich","g",6415,0,0,1,FALSE,"none",NA,NA
"6416","all","X1901","dich","u",6416,1,0,1,FALSE,"none",NA,NA
"6417","all","X1902","dich","a1",6417,0.851,-Inf,Inf,TRUE,"none",NA,NA
"64171","all","X1902","dich","a2",6417,-0.41789037856942,-Inf,Inf,TRUE,"none",NA,NA
"64172","all","X1902","dich","a3",6417,-0.489632048080427,-Inf,Inf,TRUE,"none",NA,NA
"6418","all","X1902","dich","d",6418,5.44120229598408,-Inf,Inf,TRUE,"none",NA,NA
"6419","all","X1902","dich","g",6419,0,0,1,FALSE,"none",NA,NA
"6420","all","X1902","dich","u",6420,1,0,1,FALSE,"none",NA,NA
"6421","all","X1903","dich","a1",6421,0.851,-Inf,Inf,TRUE,"none",NA,NA
"64211","all","X1903","dich","a2",6421,-0.369926008202839,-Inf,Inf,TRUE,"none",NA,NA
"64212","all","X1903","dich","a3",6421,-0.345878104172735,-Inf,Inf,TRUE,"none",NA,NA
"6422","all","X1903","dich","d",6422,6.47054624387976,-Inf,Inf,TRUE,"none",NA,NA
"6423","all","X1903","dich","g",6423,0,0,1,FALSE,"none",NA,NA
"6424","all","X1903","dich","u",6424,1,0,1,FALSE,"none",NA,NA
"6425","all","X1904","dich","a1",6425,0.851,-Inf,Inf,TRUE,"none",NA,NA
"64251","all","X1904","dich","a2",6425,-0.317221793830511,-Inf,Inf,TRUE,"none",NA,NA
"64252","all","X1904","dich","a3",6425,0.304026171416962,-Inf,Inf,TRUE,"none",NA,NA
"6426","all","X1904","dich","d",6426,4.68136024949255,-Inf,Inf,TRUE,"none",NA,NA
"6427","all","X1904","dich","g",6427,0,0,1,FALSE,"none",NA,NA
"6428","all","X1904","dich","u",6428,1,0,1,FALSE,"none",NA,NA
"6429","all","X1906","dich","a1",6429,0.851,-Inf,Inf,TRUE,"none",NA,NA
"64291","all","X1906","dich","a2",6429,0.527369580453025,-Inf,Inf,TRUE,"none",NA,NA
"64292","all","X1906","dich","a3",6429,-0.340294850998536,-Inf,Inf,TRUE,"none",NA,NA
"6430","all","X1906","dich","d",6430,5.30445608449434,-Inf,Inf,TRUE,"none",NA,NA
"6431","all","X1906","dich","g",6431,0,0,1,FALSE,"none",NA,NA
"6432","all","X1906","dich","u",6432,1,0,1,FALSE,"none",NA,NA
"6433","all","X1907","dich","a1",6433,0.851,-Inf,Inf,TRUE,"none",NA,NA
"64331","all","X1907","dich","a2",6433,-1.28083658653435,-Inf,Inf,TRUE,"none",NA,NA
"64332","all","X1907","dich","a3",6433,-0.53045375793462,-Inf,Inf,TRUE,"none",NA,NA
"6434","all","X1907","dich","d",6434,3.76655168533907,-Inf,Inf,TRUE,"none",NA,NA
"6435","all","X1907","dich","g",6435,0,0,1,FALSE,"none",NA,NA
"6436","all","X1907","dich","u",6436,1,0,1,FALSE,"none",NA,NA
"6437","all","X1909","dich","a1",6437,0.851,-Inf,Inf,TRUE,"none",NA,NA
"64371","all","X1909","dich","a2",6437,1.01055245812407,-Inf,Inf,TRUE,"none",NA,NA
"64372","all","X1909","dich","a3",6437,0.785122118638862,-Inf,Inf,TRUE,"none",NA,NA
"6438","all","X1909","dich","d",6438,2.7574535166024,-Inf,Inf,TRUE,"none",NA,NA
"6439","all","X1909","dich","g",6439,0,0,1,FALSE,"none",NA,NA
"6440","all","X1909","dich","u",6440,1,0,1,FALSE,"none",NA,NA
"6441","all","X1910","dich","a1",6441,0.851,-Inf,Inf,TRUE,"none",NA,NA
"64411","all","X1910","dich","a2",6441,0.583482719769827,-Inf,Inf,TRUE,"none",NA,NA
"64412","all","X1910","dich","a3",6441,-0.0010571146050144,-Inf,Inf,TRUE,"none",NA,NA
"6442","all","X1910","dich","d",6442,5.56437648369973,-Inf,Inf,TRUE,"none",NA,NA
"6443","all","X1910","dich","g",6443,0,0,1,FALSE,"none",NA,NA
"6444","all","X1910","dich","u",6444,1,0,1,FALSE,"none",NA,NA
"6445","all","X1911","dich","a1",6445,0.851,-Inf,Inf,TRUE,"none",NA,NA
"64451","all","X1911","dich","a2",6445,0.238551948426896,-Inf,Inf,TRUE,"none",NA,NA
"64452","all","X1911","dich","a3",6445,-0.12646357907479,-Inf,Inf,TRUE,"none",NA,NA
"6446","all","X1911","dich","d",6446,3.04309422654227,-Inf,Inf,TRUE,"none",NA,NA
"6447","all","X1911","dich","g",6447,0,0,1,FALSE,"none",NA,NA
"6448","all","X1911","dich","u",6448,1,0,1,FALSE,"none",NA,NA
"6449","all","X1912","dich","a1",6449,0.851,-Inf,Inf,TRUE,"none",NA,NA
"64491","all","X1912","dich","a2",6449,-0.365741436206304,-Inf,Inf,TRUE,"none",NA,NA
"64492","all","X1912","dich","a3",6449,0.394304783770869,-Inf,Inf,TRUE,"none",NA,NA
"6450","all","X1912","dich","d",6450,3.18016107072217,-Inf,Inf,TRUE,"none",NA,NA
"64511","all","X1912","dich","g",6451,0,0,1,FALSE,"none",NA,NA
"64521","all","X1912","dich","u",6452,1,0,1,FALSE,"none",NA,NA
"6453","all","X1913","dich","a1",6453,0.851,-Inf,Inf,TRUE,"none",NA,NA
"64531","all","X1913","dich","a2",6453,1.14902168530618,-Inf,Inf,TRUE,"none",NA,NA
"64532","all","X1913","dich","a3",6453,-0.0248308319270981,-Inf,Inf,TRUE,"none",NA,NA
"6454","all","X1913","dich","d",6454,4.68136024949255,-Inf,Inf,TRUE,"none",NA,NA
"6455","all","X1913","dich","g",6455,0,0,1,FALSE,"none",NA,NA
"6456","all","X1913","dich","u",6456,1,0,1,FALSE,"none",NA,NA
"6457","all","X1914","dich","a1",6457,0.851,-Inf,Inf,TRUE,"none",NA,NA
"64571","all","X1914","dich","a2",6457,-0.0575607867250586,-Inf,Inf,TRUE,"none",NA,NA
"64572","all","X1914","dich","a3",6457,0.0275425537589919,-Inf,Inf,TRUE,"none",NA,NA
"6458","all","X1914","dich","d",6458,4.04840697442817,-Inf,Inf,TRUE,"none",NA,NA
"6459","all","X1914","dich","g",6459,0,0,1,FALSE,"none",NA,NA
"6460","all","X1914","dich","u",6460,1,0,1,FALSE,"none",NA,NA
"6461","all","X1916","dich","a1",6461,0.851,-Inf,Inf,TRUE,"none",NA,NA
"64611","all","X1916","dich","a2",6461,0.0642604551857772,-Inf,Inf,TRUE,"none",NA,NA
"64612","all","X1916","dich","a3",6461,0.0736082966179137,-Inf,Inf,TRUE,"none",NA,NA
"6462","all","X1916","dich","d",6462,3.87443851584616,-Inf,Inf,TRUE,"none",NA,NA
"6463","all","X1916","dich","g",6463,0,0,1,FALSE,"none",NA,NA
"6464","all","X1916","dich","u",6464,1,0,1,FALSE,"none",NA,NA
"6465","all","X1917","dich","a1",6465,0.851,-Inf,Inf,TRUE,"none",NA,NA
"64651","all","X1917","dich","a2",6465,-0.850280718979177,-Inf,Inf,TRUE,"none",NA,NA
"64652","all","X1917","dich","a3",6465,0.796530875981144,-Inf,Inf,TRUE,"none",NA,NA
"6466","all","X1917","dich","d",6466,2.5020372734231,-Inf,Inf,TRUE,"none",NA,NA
"6467","all","X1917","dich","g",6467,0,0,1,FALSE,"none",NA,NA
"6468","all","X1917","dich","u",6468,1,0,1,FALSE,"none",NA,NA
"6469","all","X1918","dich","a1",6469,0.851,-Inf,Inf,TRUE,"none",NA,NA
"64691","all","X1918","dich","a2",6469,0.268617953273528,-Inf,Inf,TRUE,"none",NA,NA
"64692","all","X1918","dich","a3",6469,0.428969251475478,-Inf,Inf,TRUE,"none",NA,NA
"6470","all","X1918","dich","d",6470,2.96696895546986,-Inf,Inf,TRUE,"none",NA,NA
"6471","all","X1918","dich","g",6471,0,0,1,FALSE,"none",NA,NA
"6472","all","X1918","dich","u",6472,1,0,1,FALSE,"none",NA,NA
"6473","all","X1919","dich","a1",6473,0.851,-Inf,Inf,TRUE,"none",NA,NA
"64731","all","X1919","dich","a2",6473,-0.177646343431472,-Inf,Inf,TRUE,"none",NA,NA
"64732","all","X1919","dich","a3",6473,-0.448768341103337,-Inf,Inf,TRUE,"none",NA,NA
"6474","all","X1919","dich","d",6474,4.47296860338252,-Inf,Inf,TRUE,"none",NA,NA
"6475","all","X1919","dich","g",6475,0,0,1,FALSE,"none",NA,NA
"6476","all","X1919","dich","u",6476,1,0,1,FALSE,"none",NA,NA
"6477","all","X1920","dich","a1",6477,0.851,-Inf,Inf,TRUE,"none",NA,NA
"64771","all","X1920","dich","a2",6477,-0.395194998027393,-Inf,Inf,TRUE,"none",NA,NA
"64772","all","X1920","dich","a3",6477,-0.757448902014246,-Inf,Inf,TRUE,"none",NA,NA
"6478","all","X1920","dich","d",6478,3.34856135883866,-Inf,Inf,TRUE,"none",NA,NA
"6479","all","X1920","dich","g",6479,0,0,1,FALSE,"none",NA,NA
"6480","all","X1920","dich","u",6480,1,0,1,FALSE,"none",NA,NA
"6481","all","X1921","dich","a1",6481,0.851,-Inf,Inf,TRUE,"none",NA,NA
"64811","all","X1921","dich","a2",6481,0.0694466402524473,-Inf,Inf,TRUE,"none",NA,NA
"64812","all","X1921","dich","a3",6481,0.0486418270256362,-Inf,Inf,TRUE,"none",NA,NA
"6482","all","X1921","dich","d",6482,3.58824008263211,-Inf,Inf,TRUE,"none",NA,NA
"6483","all","X1921","dich","g",6483,0,0,1,FALSE,"none",NA,NA
"6484","all","X1921","dich","u",6484,1,0,1,FALSE,"none",NA,NA
"6485","all","X1922","dich","a1",6485,0.851,-Inf,Inf,TRUE,"none",NA,NA
"64851","all","X1922","dich","a2",6485,0.0317125535437876,-Inf,Inf,TRUE,"none",NA,NA
"64852","all","X1922","dich","a3",6485,0.261692459990827,-Inf,Inf,TRUE,"none",NA,NA
"6486","all","X1922","dich","d",6486,5.13793355535563,-Inf,Inf,TRUE,"none",NA,NA
"6487","all","X1922","dich","g",6487,0,0,1,FALSE,"none",NA,NA
"6488","all","X1922","dich","u",6488,1,0,1,FALSE,"none",NA,NA
"6489","all","X1923","dich","a1",6489,0.851,-Inf,Inf,TRUE,"none",NA,NA
"64891","all","X1923","dich","a2",6489,-0.169958296495735,-Inf,Inf,TRUE,"none",NA,NA
"64892","all","X1923","dich","a3",6489,-0.356832398971648,-Inf,Inf,TRUE,"none",NA,NA
"6490","all","X1923","dich","d",6490,2.97463883851009,-Inf,Inf,TRUE,"none",NA,NA
"64911","all","X1923","dich","g",6491,0,0,1,FALSE,"none",NA,NA
"64921","all","X1923","dich","u",6492,1,0,1,FALSE,"none",NA,NA
"6493","all","X1924","dich","a1",6493,0.851,-Inf,Inf,TRUE,"none",NA,NA
"64931","all","X1924","dich","a2",6493,0.197298549474438,-Inf,Inf,TRUE,"none",NA,NA
"64932","all","X1924","dich","a3",6493,-0.425809904826903,-Inf,Inf,TRUE,"none",NA,NA
"6494","all","X1924","dich","d",6494,3.79772873549258,-Inf,Inf,TRUE,"none",NA,NA
"6495","all","X1924","dich","g",6495,0,0,1,FALSE,"none",NA,NA
"6496","all","X1924","dich","u",6496,1,0,1,FALSE,"none",NA,NA
"6497","all","X1925","dich","a1",6497,0.851,-Inf,Inf,TRUE,"none",NA,NA
"64971","all","X1925","dich","a2",6497,0.151911229951281,-Inf,Inf,TRUE,"none",NA,NA
"64972","all","X1925","dich","a3",6497,-0.107519758883568,-Inf,Inf,TRUE,"none",NA,NA
"6498","all","X1925","dich","d",6498,5.61079422130774,-Inf,Inf,TRUE,"none",NA,NA
"6499","all","X1925","dich","g",6499,0,0,1,FALSE,"none",NA,NA
"6500","all","X1925","dich","u",6500,1,0,1,FALSE,"none",NA,NA
"6501","all","X1926","dich","a1",6501,0.851,-Inf,Inf,TRUE,"none",NA,NA
"65011","all","X1926","dich","a2",6501,-0.0169499509399278,-Inf,Inf,TRUE,"none",NA,NA
"65012","all","X1926","dich","a3",6501,-0.00397672942530221,-Inf,Inf,TRUE,"none",NA,NA
"6502","all","X1926","dich","d",6502,5.36958354412474,-Inf,Inf,TRUE,"none",NA,NA
"6503","all","X1926","dich","g",6503,0,0,1,FALSE,"none",NA,NA
"6504","all","X1926","dich","u",6504,1,0,1,FALSE,"none",NA,NA
"6505","all","X1927","dich","a1",6505,0.851,-Inf,Inf,TRUE,"none",NA,NA
"65051","all","X1927","dich","a2",6505,-0.526125877768365,-Inf,Inf,TRUE,"none",NA,NA
"65052","all","X1927","dich","a3",6505,-0.750221091683767,-Inf,Inf,TRUE,"none",NA,NA
"6506","all","X1927","dich","d",6506,4.73900655077765,-Inf,Inf,TRUE,"none",NA,NA
"6507","all","X1927","dich","g",6507,0,0,1,FALSE,"none",NA,NA
"6508","all","X1927","dich","u",6508,1,0,1,FALSE,"none",NA,NA
"6509","all","X1928","dich","a1",6509,0.851,-Inf,Inf,TRUE,"none",NA,NA
"65091","all","X1928","dich","a2",6509,-0.944477085836695,-Inf,Inf,TRUE,"none",NA,NA
"65092","all","X1928","dich","a3",6509,0.380275952984464,-Inf,Inf,TRUE,"none",NA,NA
"6510","all","X1928","dich","d",6510,5.61079422130774,-Inf,Inf,TRUE,"none",NA,NA
"65111","all","X1928","dich","g",6511,0,0,1,FALSE,"none",NA,NA
"6512","all","X1928","dich","u",6512,1,0,1,FALSE,"none",NA,NA
"6513","all","X1929","dich","a1",6513,0.851,-Inf,Inf,TRUE,"none",NA,NA
"65131","all","X1929","dich","a2",6513,0.107015048592969,-Inf,Inf,TRUE,"none",NA,NA
"65132","all","X1929","dich","a3",6513,-1.13309330497356,-Inf,Inf,TRUE,"none",NA,NA
"6514","all","X1929","dich","d",6514,5.11346872072683,-Inf,Inf,TRUE,"none",NA,NA
"6515","all","X1929","dich","g",6515,0,0,1,FALSE,"none",NA,NA
"6516","all","X1929","dich","u",6516,1,0,1,FALSE,"none",NA,NA
"6517","all","X1930","dich","a1",6517,0.851,-Inf,Inf,TRUE,"none",NA,NA
"65171","all","X1930","dich","a2",6517,0.681221098351138,-Inf,Inf,TRUE,"none",NA,NA
"65172","all","X1930","dich","a3",6517,0.152743217031954,-Inf,Inf,TRUE,"none",NA,NA
"6518","all","X1930","dich","d",6518,6.69135208375702,-Inf,Inf,TRUE,"none",NA,NA
"6519","all","X1930","dich","g",6519,0,0,1,FALSE,"none",NA,NA
"6520","all","X1930","dich","u",6520,1,0,1,FALSE,"none",NA,NA
"65211","all","X1931","dich","a1",6521,0.851,-Inf,Inf,TRUE,"none",NA,NA
"65212","all","X1931","dich","a2",6521,0.300751834245669,-Inf,Inf,TRUE,"none",NA,NA
"65213","all","X1931","dich","a3",6521,-0.146357549781155,-Inf,Inf,TRUE,"none",NA,NA
"6522","all","X1931","dich","d",6522,4.76943118330928,-Inf,Inf,TRUE,"none",NA,NA
"6523","all","X1931","dich","g",6523,0,0,1,FALSE,"none",NA,NA
"6524","all","X1931","dich","u",6524,1,0,1,FALSE,"none",NA,NA
"6525","all","X1932","dich","a1",6525,0.851,-Inf,Inf,TRUE,"none",NA,NA
"65251","all","X1932","dich","a2",6525,0.0714400072978214,-Inf,Inf,TRUE,"none",NA,NA
"65252","all","X1932","dich","a3",6525,0.103483852726181,-Inf,Inf,TRUE,"none",NA,NA
"6526","all","X1932","dich","d",6526,5.40449607954962,-Inf,Inf,TRUE,"none",NA,NA
"6527","all","X1932","dich","g",6527,0,0,1,FALSE,"none",NA,NA
"6528","all","X1932","dich","u",6528,1,0,1,FALSE,"none",NA,NA
"6529","all","X1933","dich","a1",6529,0.851,-Inf,Inf,TRUE,"none",NA,NA
"65291","all","X1933","dich","a2",6529,0.11032958128487,-Inf,Inf,TRUE,"none",NA,NA
"65292","all","X1933","dich","a3",6529,-0.580928030731927,-Inf,Inf,TRUE,"none",NA,NA
"6530","all","X1933","dich","d",6530,5.71426579404546,-Inf,Inf,TRUE,"none",NA,NA
"65311","all","X1933","dich","g",6531,0,0,1,FALSE,"none",NA,NA
"65321","all","X1933","dich","u",6532,1,0,1,FALSE,"none",NA,NA
"6533","all","X1934","dich","a1",6533,0.851,-Inf,Inf,TRUE,"none",NA,NA
"65331","all","X1934","dich","a2",6533,0.434881798333837,-Inf,Inf,TRUE,"none",NA,NA
"65332","all","X1934","dich","a3",6533,-0.0365855461826142,-Inf,Inf,TRUE,"none",NA,NA
"6534","all","X1934","dich","d",6534,5.56437648369973,-Inf,Inf,TRUE,"none",NA,NA
"6535","all","X1934","dich","g",6535,0,0,1,FALSE,"none",NA,NA
"6536","all","X1934","dich","u",6536,1,0,1,FALSE,"none",NA,NA
"6537","all","X1935","dich","a1",6537,0.851,-Inf,Inf,TRUE,"none",NA,NA
"65371","all","X1935","dich","a2",6537,-0.41177314443734,-Inf,Inf,TRUE,"none",NA,NA
"65372","all","X1935","dich","a3",6537,-0.163817194078309,-Inf,Inf,TRUE,"none",NA,NA
"6538","all","X1935","dich","d",6538,5.27395820585669,-Inf,Inf,TRUE,"none",NA,NA
"6539","all","X1935","dich","g",6539,0,0,1,FALSE,"none",NA,NA
"6540","all","X1935","dich","u",6540,1,0,1,FALSE,"none",NA,NA
"6541","all","X1936","dich","a1",6541,0.851,-Inf,Inf,TRUE,"none",NA,NA
"65411","all","X1936","dich","a2",6541,-0.784247511108823,-Inf,Inf,TRUE,"none",NA,NA
"65412","all","X1936","dich","a3",6541,-0.761014794544445,-Inf,Inf,TRUE,"none",NA,NA
"6542","all","X1936","dich","d",6542,5.2446798246432,-Inf,Inf,TRUE,"none",NA,NA
"6543","all","X1936","dich","g",6543,0,0,1,FALSE,"none",NA,NA
"6544","all","X1936","dich","u",6544,1,0,1,FALSE,"none",NA,NA
"6545","all","X1937","dich","a1",6545,0.851,-Inf,Inf,TRUE,"none",NA,NA
"65451","all","X1937","dich","a2",6545,-0.114504937785563,-Inf,Inf,TRUE,"none",NA,NA
"65452","all","X1937","dich","a3",6545,-0.120785438808593,-Inf,Inf,TRUE,"none",NA,NA
"6546","all","X1937","dich","d",6546,5.30445608449434,-Inf,Inf,TRUE,"none",NA,NA
"6547","all","X1937","dich","g",6547,0,0,1,FALSE,"none",NA,NA
"6548","all","X1937","dich","u",6548,1,0,1,FALSE,"none",NA,NA
"6549","all","X1938","dich","a1",6549,0.851,-Inf,Inf,TRUE,"none",NA,NA
"65491","all","X1938","dich","a2",6549,-0.639597999072804,-Inf,Inf,TRUE,"none",NA,NA
"65492","all","X1938","dich","a3",6549,0.466342993922353,-Inf,Inf,TRUE,"none",NA,NA
"6550","all","X1938","dich","d",6550,5.00172833640844,-Inf,Inf,TRUE,"none",NA,NA
"6551","all","X1938","dich","g",6551,0,0,1,FALSE,"none",NA,NA
"6552","all","X1938","dich","u",6552,1,0,1,FALSE,"none",NA,NA
"6553","all","X1939","dich","a1",6553,0.851,-Inf,Inf,TRUE,"none",NA,NA
"65531","all","X1939","dich","a2",6553,-0.731322926186349,-Inf,Inf,TRUE,"none",NA,NA
