"lambda1","lambda2","ndim","iteration","sparsity","rmse","bias"
3,0.666666666666667,3,1,0.85,0.112130093548856,-0.00012759732770551
3,0.666666666666667,3,1,0.95,0.164340607217934,0.00324818765751898
3,0.666666666666667,3,10,0.85,0.108926753293066,-0.000294986317248757
3,0.666666666666667,3,10,0.9,0.12754945806169,-0.000325603446022307
3,0.666666666666667,3,10,0.95,0.164933994820212,0.00553004550351977
3,0.666666666666667,3,11,0.85,0.110118879532636,-0.000129435983701195
3,0.666666666666667,3,11,0.9,0.12824393790109,0.000184244836774898
3,0.666666666666667,3,11,0.95,0.165381619077715,0.00165447264963602
3,0.666666666666667,3,12,0.85,0.109530561210869,0.000101127570170622
3,0.666666666666667,3,12,0.9,0.125616731558937,-0.000514964578494842
3,0.666666666666667,3,12,0.95,0.162472326742518,0.000529590548152402
3,0.666666666666667,3,13,0.85,0.109692132985816,0.000123470712185451
3,0.666666666666667,3,13,0.9,0.126418514730468,0.000569262080206181
3,0.666666666666667,3,13,0.95,0.163679953776762,0.00284451638908927
3,0.666666666666667,3,14,0.85,0.11006468398667,-0.000467399997914351
3,0.666666666666667,3,14,0.9,0.127133375310459,-0.000710689641818823
3,0.666666666666667,3,14,0.95,0.16563051008057,0.00168572852700035
3,0.666666666666667,3,15,0.85,0.110638008986333,-0.000209892657365186
3,0.666666666666667,3,15,0.9,0.126115908736198,0.000219315090560197
3,0.666666666666667,3,15,0.95,0.16602621183549,0.00103423150256354
3,0.666666666666667,3,16,0.9,0.12820663800112,0.00063938868078479
3,0.666666666666667,3,16,0.95,0.165975509242888,0.00107672001161373
3,0.666666666666667,3,17,0.9,0.128477170538093,-0.000119795458818307
3,0.666666666666667,3,17,0.95,0.164400385279945,0.00269921185217322
3,0.666666666666667,3,18,0.9,0.127667607353965,-0.000147489047289931
3,0.666666666666667,3,18,0.95,0.165061824995082,0.00342589391390643
3,0.666666666666667,3,19,0.9,0.127531485967196,-0.000327384067554363
3,0.666666666666667,3,19,0.95,0.167965276225638,0.00435250560650364
3,0.666666666666667,3,2,0.85,0.109555433793323,0.000238224595224722
3,0.666666666666667,3,2,0.95,0.166513505154825,0.00236064614722295
3,0.666666666666667,3,20,0.9,0.126851355971658,-0.000100003997878547
3,0.666666666666667,3,20,0.95,0.450235061393031,0.00286716863297917
3,0.666666666666667,3,3,0.85,0.110034889386689,0.00015516064075003
3,0.666666666666667,3,3,0.95,0.16602792847002,0.00194774171783003
3,0.666666666666667,3,4,0.85,0.110420065254081,0.00128153223656849
3,0.666666666666667,3,4,0.95,0.163428610449266,0.0012448311938533
3,0.666666666666667,3,5,0.85,0.110061973357992,0.000644919737179387
3,0.666666666666667,3,5,0.9,0.127767741658753,0.00134660679162079
3,0.666666666666667,3,5,0.95,0.16330908353375,0.00208843848790372
3,0.666666666666667,3,6,0.85,0.111969547229917,0.000305006239422729
3,0.666666666666667,3,6,0.9,0.129377722351994,-0.000441810026820354
3,0.666666666666667,3,6,0.95,0.165323986814285,0.00192793119828607
3,0.666666666666667,3,7,0.85,0.109659458433455,-0.000310670056466063
3,0.666666666666667,3,7,0.9,0.127658209890561,0.00074335944855632
3,0.666666666666667,3,7,0.95,0.164062973747803,0.00144069149312098
3,0.666666666666667,3,8,0.85,0.108915217467894,4.83250005680164e-05
3,0.666666666666667,3,8,0.9,0.127743040574934,-0.000233189230158767
3,0.666666666666667,3,8,0.95,0.165071130919002,0.00161163530347106
3,0.666666666666667,3,9,0.85,0.108664763497183,-0.000522898712274224
3,0.666666666666667,3,9,0.9,0.127495930750743,0.00109368800377263
3,0.666666666666667,3,9,0.95,0.166844691075282,0.00432343471568188
3,0.6666667,1,1,0.9,0.0935652643225688,0.00087270315465369
3,0.6666667,1,17,0.85,0.0776048107541966,-0.000583899441494521
3,0.6666667,1,18,0.85,0.0776371983060265,9.43634949869498e-06
3,0.6666667,1,19,0.85,0.077422578732683,0.000424362622496543
3,0.6666667,1,2,0.9,0.0929014992352864,0.000446430591215898
3,0.6666667,1,20,0.85,0.0774810342523076,8.33161810614969e-07
3,0.6666667,1,3,0.9,0.0934895354031479,0.000621750151285148
3,0.6666667,1,4,0.9,0.0936155589138497,0.00130913149761512
3,0.6666667,1,5,0.9,0.0929888406381187,3.17736907810988e-05
3,0.6666667,2,1,0.9,0.112888385915942,-1.83105825035134e-05
3,0.6666667,2,17,0.85,0.0956999194350412,-0.000888219690504314
3,0.6666667,2,18,0.85,0.0960619348477776,0.000132731013866033
3,0.6666667,2,19,0.85,0.0957992550967392,-0.000497848636818428
3,0.6666667,2,2,0.9,0.11181377306977,-0.000446144582838693
3,0.6666667,2,20,0.85,0.0951179211402659,0.000358590457378592
3,0.6666667,2,3,0.9,0.112529535303426,0.000106364274770008
3,0.6666667,2,4,0.9,0.11284722273707,0.000380325555484336
3,0.6666667,2,5,0.9,0.113252396089483,0.000528790775822415
3,0.6666667,3,1,0.9,0.128017717906647,0.000814937911027809
3,0.6666667,3,16,0.85,0.110520283227362,-0.00115505239558005
3,0.6666667,3,17,0.85,0.110219812890553,0.000533511884990025
3,0.6666667,3,18,0.85,0.108860312914878,0.000284335027039676
3,0.6666667,3,19,0.85,0.11075399920895,0.0013566186362367
3,0.6666667,3,2,0.9,0.126848223984449,-0.00120286535950751
3,0.6666667,3,20,0.85,0.109170458563843,-0.000382973870888628
3,0.6666667,3,3,0.9,0.12793830305368,0.000173348740166006
3,0.6666667,3,4,0.9,0.126854556385409,0.000104624900322196
3,1,1,1,0.85,0.0774673666543598,0.00079237893739588
3,1,1,1,0.9,0.093670251908333,0.000897288782901485
3,1,1,1,0.95,0.125118519761623,-0.00126071383179238
3,1,1,10,0.85,0.0779317755733158,8.89997625216659e-05
3,1,1,10,0.9,0.0931610761394696,-0.000614074156061702
3,1,1,10,0.95,0.125201921584529,0.0024494222522001
3,1,1,11,0.85,0.0783274695431077,8.40438414281236e-05
3,1,1,11,0.9,0.0931476723335696,0.000770409315081721
3,1,1,11,0.95,0.125667963547803,0.00145547613619523
3,1,1,12,0.85,0.0774950732043059,-0.000420067965621566
3,1,1,12,0.9,0.0932406143348872,0.000975142838547134
3,1,1,12,0.95,0.124629513278925,5.53967349718175e-05
3,1,1,13,0.85,0.0775255724608049,0.00152973540974807
3,1,1,13,0.9,0.0933964258990647,0.000972877425797384
3,1,1,13,0.95,0.124916443937084,0.000705732345034707
3,1,1,14,0.85,0.0780610847216031,-0.000141277094675949
3,1,1,14,0.9,0.0932108147252651,-0.000253182493554281
3,1,1,14,0.95,0.12484376231707,-0.00172933035898249
3,1,1,15,0.85,0.0778695324281075,-0.000731836841624618
3,1,1,15,0.9,0.0934427951872491,0.000667529101389953
3,1,1,15,0.95,0.123883318915655,-0.000186693512938019
3,1,1,16,0.85,0.0775908904847361,0.000451751546977311
3,1,1,16,0.9,0.0935968561597959,-0.000518964820730229
3,1,1,16,0.95,0.125340761550491,0.00145580609721758
3,1,1,17,0.85,0.0776602810492159,-0.00067045898752705
3,1,1,17,0.9,0.0944938932923367,-0.000729890066953998
3,1,1,17,0.95,0.124768949270854,2.76717897447573e-05
3,1,1,18,0.85,0.0776948438263446,-7.11049750030256e-05
3,1,1,18,0.9,0.0925497424620633,0.000287353326065718
3,1,1,18,0.95,0.124852279673313,-0.000448151634523026
3,1,1,19,0.85,0.0774905254574629,0.000489872026610855
3,1,1,19,0.9,0.09444184613611,0.000883081010312121
3,1,1,19,0.95,0.125740543716566,-0.00131855774027126
3,1,1,2,0.85,0.0785299855998755,0.000473129066134553
3,1,1,2,0.9,0.0929992948748209,0.000407964681213741
3,1,1,2,0.95,0.124987822488564,0.00083933301724077
3,1,1,20,0.85,0.0775238910678421,-7.18322117641941e-05
3,1,1,20,0.9,0.0937796243641303,0.000703008298734128
3,1,1,20,0.95,0.125302287994137,-0.000522996526492585
3,1,1,3,0.85,0.077784080587082,0.000131448191185469
3,1,1,3,0.9,0.0935864344186363,0.000516578932040905
3,1,1,3,0.95,0.124451253180124,0.000900639074196566
3,1,1,4,0.85,0.0775321594808114,0.000544786964042534
3,1,1,4,0.9,0.0936968110861354,0.00134942514308059
3,1,1,4,0.95,0.124808486644011,-0.00125899120005884
3,1,1,5,0.85,0.077632797092582,-0.000535372938984716
3,1,1,5,0.9,0.0930726848656324,-1.8299148826258e-05
3,1,1,5,0.95,0.12345042882474,0.00158101734408027
3,1,1,6,0.85,0.0776795718093044,0.000500168598032047
3,1,1,6,0.9,0.0941524356060612,-0.000413010807589702
3,1,1,6,0.95,0.125203960555692,0.00126911242819644
3,1,1,7,0.85,0.0778655938965336,-5.61848260063042e-05
3,1,1,7,0.9,0.0927733259562751,0.000117651719255684
3,1,1,7,0.95,0.124489687973062,0.000139984699962558
3,1,1,8,0.85,0.0782950476181979,0.000314558876458946
3,1,1,8,0.9,0.0936059364574182,0.000453017482819619
3,1,1,8,0.95,0.125127778314871,0.000637820791638775
3,1,1,9,0.85,0.0782171435011043,0.000417237547880867
3,1,1,9,0.9,0.0935144117518178,0.00118352659501367
3,1,1,9,0.95,0.125653106262892,0.000374885936259582
3,1,2,1,0.85,0.0950383667042797,0.000505967526375232
3,1,2,1,0.9,0.112969256187728,9.21332693361996e-06
3,1,2,1,0.95,0.147428152972531,-0.00130687777168618
3,1,2,10,0.85,0.0947525978033029,0.000172942464218761
3,1,2,10,0.9,0.112462086652976,-0.000856504274832356
3,1,2,10,0.95,0.14846180668483,0.000878518049731072
3,1,2,11,0.85,0.0958468796683166,-0.000211897544857074
3,1,2,11,0.9,0.111645957567223,0.000929237963625033
3,1,2,11,0.95,0.148478602232528,0.000679040501406569
3,1,2,12,0.85,0.0964350878142987,0.000138169764989838
3,1,2,12,0.9,0.112382684179016,0.000563205181857112
3,1,2,12,0.95,0.148480363828199,0.000848800892680355
3,1,2,13,0.85,0.0953359726697889,0.000203637437751837
3,1,2,13,0.9,0.113884170362091,0.000193810008957911
3,1,2,13,0.95,0.147865937014423,0.00176047578685689
3,1,2,14,0.85,0.0962847890729755,-0.000227310473920303
3,1,2,14,0.9,0.110913613436799,-0.00018517255277917
3,1,2,14,0.95,0.14643251919008,-0.000111254641219529
3,1,2,15,0.85,0.0960559987802719,-0.000123522164988315
3,1,2,15,0.9,0.112878662454915,-0.000286560324150753
3,1,2,15,0.95,0.14702523291386,0.000621198176772937
3,1,2,16,0.85,0.0961715661050642,-0.000299391377187336
3,1,2,16,0.9,0.114111524565098,0.000419296591730714
3,1,2,16,0.95,0.148273163411166,-0.000427399512824025
3,1,2,17,0.85,0.0956960563220937,-0.000998813124191077
3,1,2,17,0.9,0.113750400407128,0.000974293332904224
3,1,2,17,0.95,0.14759474632043,0.00180406638718939
3,1,2,18,0.85,0.0960452495317296,8.82746913413098e-05
3,1,2,18,0.9,0.112766494202417,0.000297819370099043
3,1,2,18,0.95,0.147292505188809,0.00276704367473504
3,1,2,19,0.85,0.0957986795135062,-0.000541525027928856
3,1,2,19,0.9,0.113433255933846,-8.19487733366664e-05
3,1,2,19,0.95,0.148284639590992,0.00178848970377882
3,1,2,2,0.85,0.0963662580565924,0.000593101500876683
3,1,2,2,0.9,0.111834624362227,-0.000401621016527683
3,1,2,2,0.95,0.149900625116779,0.00160753985174149
3,1,2,20,0.85,0.0951299274648155,0.000353740509737689
3,1,2,20,0.9,0.113109218344867,0.00112157963149109
3,1,2,20,0.95,0.148763752697766,0.00177796296479155
3,1,2,3,0.85,0.0961329715584977,-0.000506107786201826
3,1,2,3,0.9,0.112560321715337,7.44153953855422e-06
3,1,2,3,0.95,0.147617377069012,0.00216900363999088
3,1,2,4,0.85,0.0962087247519502,-0.000282760042123009
3,1,2,4,0.9,0.112899379160399,0.000330645215909401
3,1,2,4,0.95,0.147642697221146,0.00103687570553286
3,1,2,5,0.85,0.0968138281827906,0.000110053958348726
3,1,2,5,0.9,0.113342462971963,0.000527180938545602
3,1,2,5,0.95,0.146969854819603,0.000602208964041386
3,1,2,6,0.85,0.0962040387006557,-7.78987163782726e-05
3,1,2,6,0.9,0.1115449275731,0.00113828511192279
3,1,2,6,0.95,0.147236361608008,0.00110289783829468
3,1,2,7,0.85,0.0957991234744673,0.00113988148880262
3,1,2,7,0.9,0.112401359392301,0.000238200733739167
3,1,2,7,0.95,0.148787601569184,0.00307510605752726
3,1,2,8,0.85,0.0962913550455716,0.000556359971324324
3,1,2,8,0.9,0.11446802476648,-0.000438877406335069
3,1,2,8,0.95,0.148922761460685,-0.000300674570303365
3,1,2,9,0.85,0.0966088745967025,0.000144288864982027
3,1,2,9,0.9,0.112105262075389,0.0017357583820076
3,1,2,9,0.95,0.149186893985752,0.00130036989302619
3,1,3,1,0.85,0.112027639800293,-0.000209878941737835
3,1,3,1,0.9,0.127859662570307,0.000677381521559362
3,1,3,1,0.95,0.165222362899613,0.00356368733413962
3,1,3,10,0.85,0.108878745874576,-0.000261462015323891
3,1,3,10,0.9,0.127502652752602,-0.000330740807737699
3,1,3,10,0.95,0.165481625242804,0.00523553933894081
3,1,3,11,0.85,0.110076271251743,-0.000191658070798162
3,1,3,11,0.9,0.128228562730144,0.000170647515795824
3,1,3,11,0.95,0.16599751728078,0.00176987100161651
3,1,3,12,0.85,0.109470118631206,0.000153674713977085
3,1,3,12,0.9,0.125981976321867,-0.00090435825352213
3,1,3,12,0.95,0.16385916795399,0.00186796565979213
3,1,3,13,0.85,0.10965430447402,0.000144120050681421
3,1,3,13,0.9,0.126519694000404,0.000486459840045909
3,1,3,13,0.95,0.164377593327942,0.0027769964990136
3,1,3,14,0.85,0.110017352286834,-0.000470190553217624
3,1,3,14,0.9,0.127128511886971,-0.000840207802907156
3,1,3,14,0.95,0.166243138073278,0.00181308904806108
3,1,3,15,0.85,0.110569964939417,-0.000221361914306269
3,1,3,15,0.9,0.126160380053247,0.000165917801338803
3,1,3,15,0.95,0.166960932019617,0.00146195142588742
3,1,3,16,0.85,0.110511344500008,-0.00113591772073192
3,1,3,16,0.9,0.128217382620852,0.000553861049875142
3,1,3,16,0.95,0.166726771714148,0.0010025904891432
3,1,3,17,0.85,0.110202713314164,0.000511998301885459
3,1,3,17,0.9,0.12849529210577,-0.000200604993350485
3,1,3,17,0.95,0.165053618921651,0.00246754479747215
3,1,3,18,0.85,0.108800998229868,0.000288287342470062
3,1,3,18,0.9,0.127694258559858,-0.000128512597805375
3,1,3,18,0.95,0.165769870972398,0.00373347544428897
3,1,3,19,0.85,0.110673288361724,0.00126218506889081
3,1,3,19,0.9,0.127584453619879,-0.000320083548699862
3,1,3,19,0.95,0.168594729429835,0.00473053553440352
3,1,3,2,0.85,0.109498260348692,0.000220278542495384
3,1,3,2,0.9,0.126906136550599,-0.00118097628017887
3,1,3,2,0.95,0.167218412917229,0.0028936098885694
3,1,3,20,0.85,0.10912114216705,-0.000339382965823163
3,1,3,20,0.9,0.126860187702804,-0.000247554858501163
3,1,3,20,0.95,0.44656857776628,0.0036782957230385
3,1,3,3,0.85,0.109962279509884,6.8816516552176e-05
3,1,3,3,0.9,0.1279961520394,0.000141087566603538
3,1,3,3,0.95,0.166914649152098,0.00232319244047599
3,1,3,4,0.85,0.110356658460015,0.0012618895322835
3,1,3,4,0.9,0.126908387552401,1.31430471568119e-05
3,1,3,4,0.95,0.164794209468223,0.00175951645397466
3,1,3,5,0.85,0.110018715385569,0.000609548135150802
3,1,3,5,0.9,0.127822278538027,0.0013209110827231
3,1,3,5,0.95,0.164356812238194,0.00246483468913676
3,1,3,6,0.85,0.111894200772961,0.000239724086936193
3,1,3,6,0.9,0.129399225106738,-0.000547414561214614
3,1,3,6,0.95,0.16637740972194,0.00233594259389717
3,1,3,7,0.85,0.109562342339833,-0.000284210074132313
3,1,3,7,0.9,0.127629383133495,0.000621366755706111
3,1,3,7,0.95,0.165295349910037,0.00266350550646238
3,1,3,8,0.85,0.108841844462362,7.73657257858643e-05
3,1,3,8,0.9,0.127655436790078,-0.000143589358063925
3,1,3,8,0.95,0.165900447979632,0.00230031243506398
3,1,3,9,0.85,0.108623194647773,-0.000585505318009872
3,1,3,9,0.9,0.127514289477178,0.000988121899432128
3,1,3,9,0.95,0.167474849409995,0.00442065591978532
3,1.3333333,1,1,0.9,0.0938201242482646,0.000889683151542203
3,1.3333333,1,17,0.85,0.0777415590243519,-0.000774237426655711
3,1.3333333,1,18,0.85,0.0777785926308981,-0.000142293438251802
3,1.3333333,1,19,0.85,0.0775854115824959,0.000557295647938183
3,1.3333333,1,2,0.9,0.093141000122492,0.000409503528786559
3,1.3333333,1,20,0.85,0.0775945871918513,-0.000146847798924147
3,1.3333333,1,3,0.9,0.0937280908562491,0.000461428993546611
3,1.3333333,1,4,0.9,0.0938228614041542,0.00133512268352361
3,1.3333333,1,5,0.9,0.0932025713197337,-5.30920973474618e-05
3,1.3333333,2,1,0.9,0.113106467801122,7.66048803974552e-05
3,1.3333333,2,17,0.85,0.0957349843629824,-0.00110447915832099
3,1.3333333,2,18,0.85,0.0960561788994882,4.44210142385839e-05
3,1.3333333,2,19,0.85,0.0958192140566212,-0.000579817888753077
3,1.3333333,2,2,0.9,0.111938506580605,-0.000403225321384458
3,1.3333333,2,20,0.85,0.0951887467250836,0.000356020491110189
3,1.3333333,2,3,0.9,0.112747855692928,-9.69874665277703e-06
3,1.3333333,2,4,0.9,0.113029378651177,0.000331852569652225
3,1.3333333,2,5,0.9,0.113503621610282,0.000532752711231661
3,1.3333333,3,1,0.9,0.127988189689306,0.000585401557998674
3,1.3333333,3,16,0.85,0.110510716001065,-0.00111544903196203
3,1.3333333,3,17,0.85,0.110352900060968,0.000483792803394419
3,1.3333333,3,18,0.85,0.108813129548123,0.000300159283694473
3,1.3333333,3,19,0.85,0.110708616117236,0.00117571912881736
3,1.3333333,3,2,0.9,0.127243988633911,-0.00111127549270115
3,1.3333333,3,20,0.85,0.10910159954031,-0.000309820377102687
3,1.3333333,3,3,0.9,0.128166355983384,0.000111722030584511
3,1.3333333,3,4,0.9,0.127038326185294,-5.53775029398003e-05
3,1.33333333333333,1,1,0.85,0.0775515103209581,0.000874799229242378
3,1.33333333333333,1,1,0.95,0.125539895275369,-0.00159687749919352
3,1.33333333333333,1,10,0.85,0.0779945825545253,0.000123015568506476
3,1.33333333333333,1,10,0.9,0.0933110268907559,-0.000627575667761679
3,1.33333333333333,1,10,0.95,0.125604673381851,0.00257737059897591
3,1.33333333333333,1,11,0.85,0.0784066200143169,8.51068471791964e-05
3,1.33333333333333,1,11,0.9,0.0933016405721686,0.000700767766551861
3,1.33333333333333,1,11,0.95,0.126119124556352,0.00155862996604183
3,1.33333333333333,1,12,0.85,0.077580262176474,-0.000414969181741266
3,1.33333333333333,1,12,0.9,0.0933677490287175,0.00107965087724915
3,1.33333333333333,1,12,0.95,0.12508091660121,2.92206767485148e-05
3,1.33333333333333,1,13,0.85,0.0776240682490152,0.00155101667494319
3,1.33333333333333,1,13,0.9,0.0935465524004242,0.00100271401717395
3,1.33333333333333,1,13,0.95,0.125343115614505,0.000366183037978096
3,1.33333333333333,1,14,0.85,0.0781270431385578,-0.000147031658139339
3,1.33333333333333,1,14,0.9,0.0933508729114599,-0.000210043342125478
3,1.33333333333333,1,14,0.95,0.125275668534938,-0.00183968914046501
3,1.33333333333333,1,15,0.85,0.0779593381222232,-0.000821097002383191
3,1.33333333333333,1,15,0.9,0.0935864181605957,0.000711794151996862
3,1.33333333333333,1,15,0.95,0.124331216723445,-0.000323340069263688
3,1.33333333333333,1,16,0.85,0.0776842072110822,0.000403081535702012
3,1.33333333333333,1,16,0.9,0.0937282186117996,-0.000432539441827463
3,1.33333333333333,1,16,0.95,0.125872802957189,0.00150389600802986
3,1.33333333333333,1,17,0.9,0.0946500275776522,-0.000772341271382928
3,1.33333333333333,1,17,0.95,0.125200683521233,4.20847403838311e-05
3,1.33333333333333,1,18,0.9,0.0926800831073871,0.000416815375529175
3,1.33333333333333,1,18,0.95,0.125259661273629,-0.000490734553871593
3,1.33333333333333,1,19,0.9,0.0945628535777725,0.000742794017147476
3,1.33333333333333,1,19,0.95,0.126151140232653,-0.00148659650902908
3,1.33333333333333,1,2,0.85,0.0786160988200312,0.000569410816419919
3,1.33333333333333,1,2,0.95,0.125413745412348,0.000977346003602347
3,1.33333333333333,1,20,0.9,0.0939094291752195,0.000792960290971296
3,1.33333333333333,1,20,0.95,0.125707296761123,-0.000543351819500002
3,1.33333333333333,1,3,0.85,0.0778532456257139,0.000176762119407959
3,1.33333333333333,1,3,0.95,0.124886248017086,0.000977208460802171
3,1.33333333333333,1,4,0.85,0.0776212653265977,0.000640426088590906
3,1.33333333333333,1,4,0.95,0.125261424398636,-0.00146802835201574
3,1.33333333333333,1,5,0.85,0.077714965895468,-0.000609112364237603
3,1.33333333333333,1,5,0.95,0.123875615849925,0.00152805623898509
3,1.33333333333333,1,6,0.85,0.0777471230124718,0.000549556976075022
3,1.33333333333333,1,6,0.9,0.0943020615407045,-0.000525740015253373
3,1.33333333333333,1,6,0.95,0.125662190884198,0.0011203017100021
3,1.33333333333333,1,7,0.85,0.0779324010487077,-3.59704210437007e-05
3,1.33333333333333,1,7,0.9,0.092919714011637,4.38369681311365e-05
3,1.33333333333333,1,7,0.95,0.124892491364342,-5.3530660054266e-05
3,1.33333333333333,1,8,0.85,0.0783636130270632,0.000366772913663893
3,1.33333333333333,1,8,0.9,0.0937664327314666,0.000514231769568183
3,1.33333333333333,1,8,0.95,0.125555197367894,0.00060643693485324
3,1.33333333333333,1,9,0.85,0.0783073813652853,0.000436873671632506
3,1.33333333333333,1,9,0.9,0.0936327582413687,0.00115955500913423
3,1.33333333333333,1,9,0.95,0.126066899492464,0.00034209910367749
3,1.33333333333333,2,1,0.85,0.0950659630239071,0.000434179389964954
3,1.33333333333333,2,1,0.95,0.148275257883127,-0.00115433725776422
3,1.33333333333333,2,10,0.85,0.0947875823515697,0.000225812359509539
3,1.33333333333333,2,10,0.9,0.112557022190372,-0.000964629502017555
3,1.33333333333333,2,10,0.95,0.149504963491143,0.00186738562409797
3,1.33333333333333,2,11,0.85,0.0958792729511571,-0.000282736281276728
3,1.33333333333333,2,11,0.9,0.111776581183975,0.000801823099537462
3,1.33333333333333,2,11,0.95,0.149157693994113,0.000553594195481061
3,1.33333333333333,2,12,0.85,0.0964379406054131,0.000128644687966553
3,1.33333333333333,2,12,0.9,0.112531930687753,0.000522560702888036
3,1.33333333333333,2,12,0.95,0.149093085803467,0.000608926481112729
3,1.33333333333333,2,13,0.85,0.0953934545858021,0.000179801447964098
3,1.33333333333333,2,13,0.9,0.114036186049907,6.66524423543129e-05
3,1.33333333333333,2,13,0.95,0.148539281337421,0.00163237326602482
3,1.33333333333333,2,14,0.85,0.0963107305349356,-0.00030547866794619
3,1.33333333333333,2,14,0.9,0.111054938321083,-0.00035142587583841
3,1.33333333333333,2,14,0.95,0.147175435436338,-0.000242399793744782
3,1.33333333333333,2,15,0.85,0.0960940931663675,-0.000207380448760701
3,1.33333333333333,2,15,0.9,0.112968869530481,-0.000258715319505642
3,1.33333333333333,2,15,0.95,0.147680529534988,0.000636434597178294
3,1.33333333333333,2,16,0.85,0.096208333616179,-0.000281193953786011
3,1.33333333333333,2,16,0.9,0.114229298125649,0.00044624715018362
3,1.33333333333333,2,16,0.95,0.148905197822143,-0.000605202558448064
3,1.33333333333333,2,17,0.9,0.113896553627822,0.000825185921992085
3,1.33333333333333,2,17,0.95,0.148748434193709,0.0027777388707842
3,1.33333333333333,2,18,0.9,0.11290932098696,0.000187226549141955
3,1.33333333333333,2,18,0.95,0.148084606317017,0.00321414634396512
3,1.33333333333333,2,19,0.9,0.113531573768496,-0.000189698552872422
3,1.33333333333333,2,19,0.95,0.149363153334919,0.00305816466245724
3,1.33333333333333,2,2,0.85,0.09636935123203,0.000534978494955104
3,1.33333333333333,2,2,0.95,0.1506662726085,0.00154080651649225
3,1.33333333333333,2,20,0.9,0.113226331348312,0.00106231351015693
3,1.33333333333333,2,20,0.95,0.149619626680173,0.0018912477661542
3,1.33333333333333,2,3,0.85,0.0961712494728214,-0.000493018655394694
3,1.33333333333333,2,3,0.95,0.148299992096685,0.0020171091050814
3,1.33333333333333,2,4,0.85,0.0962277363661777,-0.000409453986064787
3,1.33333333333333,2,4,0.95,0.148268062626581,0.00115819699627317
3,1.33333333333333,2,5,0.85,0.0968475474480132,2.14210680018349e-05
3,1.33333333333333,2,5,0.95,0.147814162423828,0.00128711427049632
3,1.33333333333333,2,6,0.85,0.0962392195381319,4.10558811448734e-07
3,1.33333333333333,2,6,0.9,0.111678766075371,0.00108253037735881
3,1.33333333333333,2,6,0.95,0.147813936233845,0.00107353270862287
3,1.33333333333333,2,7,0.85,0.0958337613631223,0.0010426615240534
3,1.33333333333333,2,7,0.9,0.112526869878415,0.000230557968697903
3,1.33333333333333,2,7,0.95,0.14940708639866,0.00330428551578865
3,1.33333333333333,2,8,0.85,0.0963262058895088,0.000540055747482357
3,1.33333333333333,2,8,0.9,0.114612847005942,-0.000557126918884738
3,1.33333333333333,2,8,0.95,0.149580328181096,-0.000432498465084176
3,1.33333333333333,2,9,0.85,0.0966240086013802,9.5210605971076e-05
3,1.33333333333333,2,9,0.9,0.112226963520219,0.00169383218733199
3,1.33333333333333,2,9,0.95,0.14979014157203,0.00125155006894909
3,1.33333333333333,3,1,0.85,0.111698965908505,-0.000198039075783702
3,1.33333333333333,3,1,0.95,0.166049481554094,0.00376464787033692
3,1.33333333333333,3,10,0.85,0.108887750320534,-0.000230261269246234
3,1.33333333333333,3,10,0.9,0.1278524157979,-0.000294924636393179
3,1.33333333333333,3,10,0.95,0.166073272878309,0.00506667318077646
3,1.33333333333333,3,11,0.85,0.110075144526167,-0.000247174317115002
3,1.33333333333333,3,11,0.9,0.128275840378382,0.000288038295688979
3,1.33333333333333,3,11,0.95,0.166702731330538,0.0020970280942328
3,1.33333333333333,3,12,0.85,0.109417520748081,0.000178717388298003
3,1.33333333333333,3,12,0.9,0.126080984093212,-0.0010356300882759
3,1.33333333333333,3,12,0.95,0.164915508407868,0.00265656707817035
3,1.33333333333333,3,13,0.85,0.109639464665371,0.000161952746527167
3,1.33333333333333,3,13,0.9,0.126613570842916,0.000491729689038618
3,1.33333333333333,3,13,0.95,0.165095900356707,0.00272825651252988
3,1.33333333333333,3,14,0.85,0.110029256422383,-0.000454147489482748
3,1.33333333333333,3,14,0.9,0.127168385127866,-0.000954483021997276
3,1.33333333333333,3,14,0.95,0.166940058857632,0.00198331863518525
3,1.33333333333333,3,15,0.85,0.110549329762364,-0.000241166734637725
3,1.33333333333333,3,15,0.9,0.126210454943834,8.30237212773261e-05
3,1.33333333333333,3,15,0.95,0.167812255360374,0.00171211648221211
3,1.33333333333333,3,16,0.9,0.128346347606835,0.000459071691382482
3,1.33333333333333,3,16,0.95,0.168222164817311,0.0013072864074354
3,1.33333333333333,3,17,0.9,0.128691463191237,-0.000215481055183378
3,1.33333333333333,3,17,0.95,0.165766064825147,0.00244483042955586
3,1.33333333333333,3,18,0.9,0.127820772581313,-0.000120088385781516
3,1.33333333333333,3,18,0.95,0.166466565478577,0.00394163344575805
3,1.33333333333333,3,19,0.9,0.127750911937168,-0.000256446065532763
3,1.33333333333333,3,19,0.95,0.169261393299997,0.00517642971396483
3,1.33333333333333,3,2,0.85,0.109509419181648,0.000214415369568299
3,1.33333333333333,3,2,0.95,0.167953370205853,0.00348232160805685
3,1.33333333333333,3,20,0.9,0.1268746560639,-0.000353453398658068
3,1.33333333333333,3,20,0.95,0.443587598223851,0.00450240777560202
3,1.33333333333333,3,3,0.85,0.109951611639602,-3.25107853108533e-06
3,1.33333333333333,3,3,0.95,0.16817325631654,0.00356745880379742
3,1.33333333333333,3,4,0.85,0.110373675103294,0.00124561441773147
3,1.33333333333333,3,4,0.95,0.166018341704788,0.0026176405245281
