"lambda1","lambda2","ndim","iteration","sparsity","rmse","bias"
0,2.33333333333333,2,9,0.85,0.0954861556256665,0.000153436728443705
0,2.33333333333333,2,9,0.9,0.110865518574591,0.00119291789946145
0,2.33333333333333,2,9,0.95,0.147296599803599,0.000896293861614047
0,2.33333333333333,3,1,0.85,0.109933771307848,-0.000465779643688551
0,2.33333333333333,3,1,0.95,0.15941659981086,0.000366736574915722
0,2.33333333333333,3,10,0.85,0.108246058996277,-0.000147983448094195
0,2.33333333333333,3,10,0.9,0.125699662140832,-0.000667922244107204
0,2.33333333333333,3,10,0.95,0.158558814807416,0.000916820715897845
0,2.33333333333333,3,11,0.85,0.108677176758784,-7.72024006313877e-05
0,2.33333333333333,3,11,0.9,0.125603798535207,7.96600276013037e-05
0,2.33333333333333,3,11,0.95,0.159300859151393,-0.00080489272222053
0,2.33333333333333,3,12,0.85,0.108442628515183,0.000306765328296094
0,2.33333333333333,3,12,0.9,0.123976329370188,-0.000860016041854776
0,2.33333333333333,3,12,0.95,0.158032202234394,0.000229142134866477
0,2.33333333333333,3,13,0.85,0.108855363663203,0.000250614459452746
0,2.33333333333333,3,13,0.9,0.124062059789039,0.000317286087430285
0,2.33333333333333,3,13,0.95,0.158551093379024,0.000107018220470674
0,2.33333333333333,3,14,0.85,0.109168042811687,-0.000423537531468252
0,2.33333333333333,3,14,0.9,0.125321244739989,-0.000823684973211024
0,2.33333333333333,3,14,0.95,0.15996418433522,2.93789726910014e-05
0,2.33333333333333,3,15,0.85,0.109466673560598,-3.26479355655488e-05
0,2.33333333333333,3,15,0.9,0.124088013598323,-0.000125125629850256
0,2.33333333333333,3,15,0.95,0.160470341984965,-0.00109906222631565
0,2.33333333333333,3,16,0.9,0.126067656140536,0.000317672191240823
0,2.33333333333333,3,16,0.95,0.161839677252907,0.000681644940713785
0,2.33333333333333,3,17,0.9,0.126176607474962,-0.000300371670037496
0,2.33333333333333,3,17,0.95,0.159299760219399,-0.000810203189447506
0,2.33333333333333,3,18,0.9,0.125556324549292,6.35729890511623e-05
0,2.33333333333333,3,18,0.95,0.159138841911243,0.00050963793279799
0,2.33333333333333,3,19,0.9,0.125676723142951,-0.000463979422169215
0,2.33333333333333,3,19,0.95,0.161549403672458,0.00150509106738734
0,2.33333333333333,3,2,0.85,0.108638535916599,0.000515442907014385
0,2.33333333333333,3,2,0.95,0.15990358058916,0.000364315027840889
0,2.33333333333333,3,20,0.9,0.125213553269847,-0.000188907443875168
0,2.33333333333333,3,20,0.95,0.450769983318674,0.00122341530024935
0,2.33333333333333,3,3,0.85,0.108939183455718,6.17265429688196e-05
0,2.33333333333333,3,3,0.95,0.160464029532303,0.00062275708624931
0,2.33333333333333,3,4,0.85,0.109216626079389,0.00137409560744419
0,2.33333333333333,3,4,0.95,0.159265930762816,0.000166668524657094
0,2.33333333333333,3,5,0.85,0.108644966298902,0.000728901115261208
0,2.33333333333333,3,5,0.9,0.125236317043193,0.000897392503373634
0,2.33333333333333,3,5,0.95,0.159513779282995,0.00105086350277181
0,2.33333333333333,3,6,0.85,0.110632742400665,0.000434791240916443
0,2.33333333333333,3,6,0.9,0.12708536346546,-0.00035840978946519
0,2.33333333333333,3,6,0.95,0.159175322838039,-0.000633258362900876
0,2.33333333333333,3,7,0.85,0.108801177817079,-1.84254626415933e-05
0,2.33333333333333,3,7,0.9,0.125857972833548,0.000557156285946507
0,2.33333333333333,3,7,0.95,0.15969197577473,0.000775318502143805
0,2.33333333333333,3,8,0.85,0.107998956893935,0.000180895579809331
0,2.33333333333333,3,8,0.9,0.125257998152171,-9.74655148180836e-05
0,2.33333333333333,3,8,0.95,0.15931889520047,-0.000454901353707672
0,2.33333333333333,3,9,0.85,0.107731174622732,-0.000612179384920628
0,2.33333333333333,3,9,0.9,0.125951554705664,0.000551127224814307
0,2.33333333333333,3,9,0.95,0.160635499300706,0.000658223455219734
0,2.66666666666667,1,1,0.85,0.0774948243140275,0.000659496875064159
0,2.66666666666667,1,1,0.95,0.125012742923363,-0.00192480372414059
0,2.66666666666667,1,10,0.85,0.077923502568789,3.14934328315764e-05
0,2.66666666666667,1,10,0.9,0.0931885452808889,-0.00092313842836081
0,2.66666666666667,1,10,0.95,0.125051073610785,0.00148673267975469
0,2.66666666666667,1,11,0.85,0.0783495216598725,-0.000246916119891968
0,2.66666666666667,1,11,0.9,0.0931784672737366,0.000516377564448064
0,2.66666666666667,1,11,0.95,0.125652230508317,0.000824370034243415
0,2.66666666666667,1,12,0.85,0.0774866436549148,-0.000720189199087344
0,2.66666666666667,1,12,0.9,0.0932780356637954,0.000853952897742096
0,2.66666666666667,1,12,0.95,0.124563995410496,-0.00103729572396064
0,2.66666666666667,1,13,0.85,0.0775483094921899,0.00130867425690145
0,2.66666666666667,1,13,0.9,0.0934203858017833,0.000746747155811192
0,2.66666666666667,1,13,0.95,0.12475050942108,-0.000404655009887903
0,2.66666666666667,1,14,0.85,0.0780559514543391,-0.000384959300104519
0,2.66666666666667,1,14,0.9,0.0932005373370523,-0.000597673335748568
0,2.66666666666667,1,14,0.95,0.124810671370175,-0.00200660147999856
0,2.66666666666667,1,15,0.85,0.0778889047939578,-0.000781776249963055
0,2.66666666666667,1,15,0.9,0.0934300546927343,0.000305157573790888
0,2.66666666666667,1,15,0.95,0.123839767262325,-0.00135290601566641
0,2.66666666666667,1,16,0.85,0.0776376305843013,0.000419846512291703
0,2.66666666666667,1,16,0.9,0.0935594842731232,-0.000444437053699486
0,2.66666666666667,1,16,0.95,0.125345081874687,0.000989100329026536
0,2.66666666666667,1,17,0.9,0.0945046045313738,-0.00134403054843745
0,2.66666666666667,1,17,0.95,0.124712932321765,-0.000407393483467135
0,2.66666666666667,1,18,0.9,0.0925548325112752,0.0003916629175786
0,2.66666666666667,1,18,0.95,0.124728898042972,-0.00142369288603246
0,2.66666666666667,1,19,0.9,0.0944472086943929,0.000593641207928818
0,2.66666666666667,1,19,0.95,0.125747508647051,-0.00268011390530416
0,2.66666666666667,1,2,0.85,0.0785208439704577,0.000309196282764229
0,2.66666666666667,1,2,0.95,0.124821819309514,0.000844563131185831
0,2.66666666666667,1,20,0.9,0.0937611767761957,0.000336563353450673
0,2.66666666666667,1,20,0.95,0.125214844072229,-0.000765215346464053
0,2.66666666666667,1,3,0.85,0.0778006624948863,-2.38982197824833e-05
0,2.66666666666667,1,3,0.95,0.12438460207382,0.000409077015264418
0,2.66666666666667,1,4,0.85,0.0775435825582419,0.000428017125938859
0,2.66666666666667,1,4,0.95,0.124775494834081,-0.00222624504969642
0,2.66666666666667,1,5,0.85,0.0776435580027922,-0.000735020996911828
0,2.66666666666667,1,5,0.95,0.123271957305708,0.000642206149235471
0,2.66666666666667,1,6,0.85,0.0776909297593678,0.000515090149581981
0,2.66666666666667,1,6,0.9,0.0941573264025811,-0.000373463509189786
0,2.66666666666667,1,6,0.95,0.125226620738925,0.000475114951906766
0,2.66666666666667,1,7,0.85,0.0778646303494032,-0.000160686279453392
0,2.66666666666667,1,7,0.9,0.0927893943795934,-0.000322615401941827
0,2.66666666666667,1,7,0.95,0.124329331278254,-0.000201585737019825
0,2.66666666666667,1,8,0.85,0.0782621773826078,0.000188660087687812
0,2.66666666666667,1,8,0.9,0.0936455569500103,0.000303829290334695
0,2.66666666666667,1,8,0.95,0.125116300087131,6.28494747297356e-06
0,2.66666666666667,1,9,0.85,0.0782433058964499,0.00035907115626171
0,2.66666666666667,1,9,0.9,0.0934753397478902,0.000530036578181789
0,2.66666666666667,1,9,0.95,0.125521447753153,8.52483418993535e-05
0,2.66666666666667,2,1,0.85,0.0944640451440342,0.000284229582682015
0,2.66666666666667,2,1,0.95,0.145599236554449,-0.00148667028396248
0,2.66666666666667,2,10,0.85,0.0939308360879375,0.000205532038330757
0,2.66666666666667,2,10,0.9,0.111309164308401,-0.00105745022235761
0,2.66666666666667,2,10,0.95,0.147218144296774,0.00032175600160025
0,2.66666666666667,2,11,0.85,0.0947885447881465,-0.00019316091570234
0,2.66666666666667,2,11,0.9,0.110993075755804,0.000139658292556943
0,2.66666666666667,2,11,0.95,0.147094245178741,2.26972005639182e-05
0,2.66666666666667,2,12,0.85,0.0956899035500295,0.000124672297286016
0,2.66666666666667,2,12,0.9,0.111133111941983,0.000323731640216231
0,2.66666666666667,2,12,0.95,0.147445800966172,0.000481931164313787
0,2.66666666666667,2,13,0.85,0.0943902813817657,0.000103093173507116
0,2.66666666666667,2,13,0.9,0.112641837424864,-0.000220477638981342
0,2.66666666666667,2,13,0.95,0.146243188439897,0.00108233250337147
0,2.66666666666667,2,14,0.85,0.0953722142093951,-0.000314349665644092
0,2.66666666666667,2,14,0.9,0.109979758453802,-0.000955767181486922
0,2.66666666666667,2,14,0.95,0.145144289220325,-0.000529127772193481
0,2.66666666666667,2,15,0.85,0.0953455256741239,-0.000179016333473665
0,2.66666666666667,2,15,0.9,0.111492890874193,-0.000316112572478278
0,2.66666666666667,2,15,0.95,0.145856568519076,0.000122445196029903
0,2.66666666666667,2,16,0.85,0.0953666858773206,-0.000363069459767486
0,2.66666666666667,2,16,0.9,0.112965187246672,0.000196526735522018
0,2.66666666666667,2,16,0.95,0.146725792989019,-0.000685637299979379
0,2.66666666666667,2,17,0.9,0.112859070296343,0.000178556335595631
0,2.66666666666667,2,17,0.95,0.145693602878811,0.000113576495369099
0,2.66666666666667,2,18,0.9,0.111896066593121,-0.000394394407167994
0,2.66666666666667,2,18,0.95,0.145301697225307,0.000171634182594762
0,2.66666666666667,2,19,0.9,0.112413095403821,-0.000456283708791447
0,2.66666666666667,2,19,0.95,0.146365496535359,0.000877632020689652
0,2.66666666666667,2,2,0.85,0.0955572120669093,0.000608602272431752
0,2.66666666666667,2,2,0.95,0.148090046807684,0.000693966442278721
0,2.66666666666667,2,20,0.9,0.111921734128636,0.000972374951610125
0,2.66666666666667,2,20,0.95,0.146954914711415,0.000859677793901136
0,2.66666666666667,2,3,0.85,0.0953482921335416,-0.000528584103269701
0,2.66666666666667,2,3,0.95,0.146438472844971,0.00134278085949927
0,2.66666666666667,2,4,0.85,0.0951448956529061,-0.000499383170986379
0,2.66666666666667,2,4,0.95,0.145735234692988,0.000629886407348238
0,2.66666666666667,2,5,0.85,0.0960425808111212,5.63498098666863e-05
0,2.66666666666667,2,5,0.95,0.145062837243864,4.6686592252891e-05
0,2.66666666666667,2,6,0.85,0.0952022790379418,0.000240123414468761
0,2.66666666666667,2,6,0.9,0.110832445190395,0.000429491149039021
0,2.66666666666667,2,6,0.95,0.145051903324836,-0.00182970914820631
0,2.66666666666667,2,7,0.85,0.0951210020356546,0.000844046377491142
0,2.66666666666667,2,7,0.9,0.111395606909968,-0.00027968181402783
0,2.66666666666667,2,7,0.95,0.146114927381561,0.000199471393554312
0,2.66666666666667,2,8,0.85,0.0956915516797052,0.000391896889523563
0,2.66666666666667,2,8,0.9,0.113005929941331,-0.000633848352570004
0,2.66666666666667,2,8,0.95,0.147461620373981,-0.000556036244422091
0,2.66666666666667,2,9,0.85,0.0955475915110391,0.000105727685138213
0,2.66666666666667,2,9,0.9,0.110989923225299,0.00124171918697846
0,2.66666666666667,2,9,0.95,0.147745096140546,0.00103149819790371
0,2.66666666666667,3,1,0.85,0.109981329583043,-0.000474982405951307
0,2.66666666666667,3,1,0.95,0.15988552318043,0.000308145112570215
0,2.66666666666667,3,10,0.85,0.108282589352156,-0.000141646932933014
0,2.66666666666667,3,10,0.9,0.125802818911539,-0.000643423421204696
0,2.66666666666667,3,10,0.95,0.15884004621051,0.00086640518584365
0,2.66666666666667,3,11,0.85,0.108709057144474,-0.000127400344460421
0,2.66666666666667,3,11,0.9,0.12572107428787,0.000103634067848427
0,2.66666666666667,3,11,0.95,0.159760505773393,-0.000778346676170553
0,2.66666666666667,3,12,0.85,0.108483615579173,0.000326747074661594
0,2.66666666666667,3,12,0.9,0.124088195971855,-0.00090704972612273
0,2.66666666666667,3,12,0.95,0.158512294956293,0.000355029875591426
0,2.66666666666667,3,13,0.85,0.108893977169747,0.000272471119858975
0,2.66666666666667,3,13,0.9,0.124214693186984,0.000308411956650767
0,2.66666666666667,3,13,0.95,0.159003859478881,-0.000198762091056316
0,2.66666666666667,3,14,0.85,0.109189570733338,-0.000386145853948776
0,2.66666666666667,3,14,0.9,0.125432549727036,-0.000896601028458526
0,2.66666666666667,3,14,0.95,0.160390125934059,-6.44231297760964e-06
0,2.66666666666667,3,15,0.85,0.10949612262447,-3.55904798224622e-05
0,2.66666666666667,3,15,0.9,0.124196364365321,-0.000150613683973802
0,2.66666666666667,3,15,0.95,0.160956676069438,-0.00109138228752189
0,2.66666666666667,3,16,0.9,0.126205497779013,0.000252806590059697
0,2.66666666666667,3,16,0.95,0.162287719681231,0.000700090949118613
0,2.66666666666667,3,17,0.9,0.126271898580069,-0.000337625421544069
0,2.66666666666667,3,17,0.95,0.159738983173325,-0.000991714710387653
0,2.66666666666667,3,18,0.9,0.125673511037764,9.19810429716785e-05
0,2.66666666666667,3,18,0.95,0.159619665819256,0.000566012697155927
0,2.66666666666667,3,19,0.9,0.125798447573758,-0.000440741288376731
0,2.66666666666667,3,19,0.95,0.161975336332433,0.00160308590495281
0,2.66666666666667,3,2,0.85,0.10868478535195,0.000500573195032928
0,2.66666666666667,3,2,0.95,0.16037083774436,0.000431259995786118
0,2.66666666666667,3,20,0.9,0.125312573064336,-0.000298353456135692
0,2.66666666666667,3,20,0.95,0.448110303172708,0.00112137484727858
0,2.66666666666667,3,3,0.85,0.108971536414275,2.96265243044434e-06
0,2.66666666666667,3,3,0.95,0.160933236484192,0.000674307926319045
0,2.66666666666667,3,4,0.85,0.109239038743714,0.00134947750863844
0,2.66666666666667,3,4,0.95,0.159788760927674,0.000204592033234998
0,2.66666666666667,3,5,0.85,0.10867492017742,0.000710435327755673
0,2.66666666666667,3,5,0.9,0.125359953278998,0.000913840283385754
0,2.66666666666667,3,5,0.95,0.159961927041235,0.00120803890204021
0,2.66666666666667,3,6,0.85,0.110644218964885,0.000400449155393743
0,2.66666666666667,3,6,0.9,0.127209907990325,-0.000420389836777328
0,2.66666666666667,3,6,0.95,0.159678959151648,-0.000660540237361282
0,2.66666666666667,3,7,0.85,0.108820889211655,-6.33092716194472e-06
0,2.66666666666667,3,7,0.9,0.125991007524348,0.000483579943613104
0,2.66666666666667,3,7,0.95,0.160140546986339,0.00080447746470496
0,2.66666666666667,3,8,0.85,0.108051051971726,0.000184063010319649
0,2.66666666666667,3,8,0.9,0.125375309498467,-0.000124262931414905
0,2.66666666666667,3,8,0.95,0.159776416628821,-0.000524083629459415
0,2.66666666666667,3,9,0.85,0.107752224626075,-0.000660790181015422
0,2.66666666666667,3,9,0.9,0.126052096632804,0.00049608143152601
0,2.66666666666667,3,9,0.95,0.161117051768794,0.000888821210114595
0,2.6666667,1,1,0.9,0.093703024047306,0.000687803904883351
0,2.6666667,1,17,0.85,0.0776679728617187,-0.000956955459774211
0,2.6666667,1,18,0.85,0.0777283694232556,-0.000279944748174187
0,2.6666667,1,19,0.85,0.0775319077024303,0.00035305161309919
0,2.6666667,1,2,0.9,0.0930159720420543,0.000181697579889145
0,2.6666667,1,20,0.85,0.0775369148285736,-0.000256772217002757
0,2.6666667,1,3,0.9,0.0935603692809157,-1.27016773999532e-05
0,2.6666667,1,4,0.9,0.0937251866520698,0.000938440703769912
0,2.6666667,1,5,0.9,0.0930410916070091,-0.000297922211879182
0,2.6666667,2,1,0.9,0.112064009457712,-0.000211799307344673
0,2.6666667,2,17,0.85,0.0948241526001068,-0.000972806159696474
0,2.6666667,2,18,0.85,0.0951301323465551,8.3851481289196e-05
0,2.6666667,2,19,0.85,0.0950147550085962,-0.000585309615502542
0,2.6666667,2,2,0.9,0.110388387266606,-0.000789522123975076
0,2.6666667,2,20,0.85,0.0945962381648246,4.8730700700645e-05
0,2.6666667,2,3,0.9,0.111463312773366,-0.000692674323320254
0,2.6666667,2,4,0.9,0.111607762829303,-2.21644742853954e-05
0,2.6666667,2,5,0.9,0.112241727653192,0.000357539200657862
0,2.6666667,3,1,0.9,0.125892257055335,0.000595542148654897
0,2.6666667,3,16,0.85,0.10967035272422,-0.000990730772472463
0,2.6666667,3,17,0.85,0.109139086157208,0.000322746978339606
0,2.6666667,3,18,0.85,0.107867196862363,0.000264943753477859
0,2.6666667,3,19,0.85,0.109616468260728,0.000915213429079403
0,2.6666667,3,2,0.9,0.124768046128349,-0.000700321025262829
0,2.6666667,3,20,0.85,0.10820755906351,-0.000288445266288513
0,2.6666667,3,3,0.9,0.125108183324974,0.000155689579421966
0,2.6666667,3,4,0.9,0.125036931031904,-0.00010653069284873
0,3,1,1,0.85,0.0776036728119192,0.000745771766363717
0,3,1,1,0.9,0.0938856897383867,0.000697861703936925
0,3,1,1,0.95,0.12546316672404,-0.00215680519107084
0,3,1,10,0.85,0.0780114293970686,8.58015243267209e-05
0,3,1,10,0.9,0.0933729041921969,-0.000923374410645413
0,3,1,10,0.95,0.125488232762218,0.00156635073106681
0,3,1,11,0.85,0.0784534400276013,-0.000245826352418794
0,3,1,11,0.9,0.0933640520984263,0.000487081436750471
0,3,1,11,0.95,0.126132668058422,0.000891250899135283
0,3,1,12,0.85,0.0775936140620244,-0.000713586416469035
0,3,1,12,0.9,0.0934411306441828,0.000906771529439555
0,3,1,12,0.95,0.125043930952515,-0.00103674212053602
0,3,1,13,0.85,0.0776668684825453,0.00132918690377556
0,3,1,13,0.9,0.0936011909186727,0.000792394853048334
0,3,1,13,0.95,0.125209279096581,-0.000599746465401825
0,3,1,14,0.85,0.0781461261797524,-0.000377849680555013
0,3,1,14,0.9,0.0933780465740363,-0.000581007551821423
0,3,1,14,0.95,0.125273411674519,-0.00207979027621341
0,3,1,15,0.85,0.0779983820551734,-0.000864593634244275
0,3,1,15,0.9,0.0936103467029791,0.000375816083786728
0,3,1,15,0.95,0.124318092419283,-0.00142498598671586
0,3,1,16,0.85,0.0777542239315207,0.000361722020868349
0,3,1,16,0.9,0.0937318146899375,-0.000382195416350227
0,3,1,16,0.95,0.125897249475826,0.00101129810196592
0,3,1,17,0.85,0.0777714938977044,-0.0010607191092002
0,3,1,17,0.9,0.0946951697652792,-0.00135360459457944
0,3,1,17,0.95,0.125172044275881,-0.000374274633473125
0,3,1,18,0.85,0.077834655905997,-0.000331643421544663
0,3,1,18,0.9,0.0927190831890098,0.000500551251610776
0,3,1,18,0.95,0.125175971856168,-0.00143774918330451
0,3,1,19,0.85,0.0776512502069086,0.000417290614891069
0,3,1,19,0.9,0.094606099438338,0.000476102628704971
0,3,1,19,0.95,0.126188361902666,-0.00279698655157398
0,3,1,2,0.85,0.0786285257507319,0.000410049611632601
0,3,1,2,0.9,0.0931914503768399,0.000176861527069647
0,3,1,2,0.95,0.125274757865486,0.000999062191345938
0,3,1,20,0.85,0.0776319765848617,-0.000317289528432196
0,3,1,20,0.9,0.0939269185743963,0.000427470408980152
0,3,1,20,0.95,0.125661409368921,-0.000773254975371493
0,3,1,3,0.85,0.0778954765751414,2.92794115909897e-05
0,3,1,3,0.9,0.0937370929837534,-7.90842271724362e-05
0,3,1,3,0.95,0.124841880817809,0.000442219802009004
0,3,1,4,0.85,0.0776548366232456,0.000523269455437519
0,3,1,4,0.9,0.0938883705251739,0.000959354022050932
0,3,1,4,0.95,0.125248616196647,-0.00236211897369643
0,3,1,5,0.85,0.0777479582470382,-0.000786849412796342
0,3,1,5,0.9,0.0932070691929117,-0.000339086143716256
0,3,1,5,0.95,0.123724606698089,0.000606662451232405
0,3,1,6,0.85,0.0777830447318572,0.000556202039091144
0,3,1,6,0.9,0.0943358639212863,-0.000460997292594819
0,3,1,6,0.95,0.125711011179236,0.000474683592532132
0,3,1,7,0.85,0.0779539897925555,-0.000137030935764071
0,3,1,7,0.9,0.0929665092182321,-0.000365632410613961
0,3,1,7,0.95,0.124762502848928,-0.00037221253374104
0,3,1,8,0.85,0.0783552552145289,0.000257734816265723
0,3,1,8,0.9,0.0938391604107038,0.000364222150165031
0,3,1,8,0.95,0.12557542596679,-4.10127337805645e-05
0,3,1,9,0.85,0.0783581809077642,0.000382686648882317
0,3,1,9,0.9,0.0936288666422292,0.000537588480260487
0,3,1,9,0.95,0.125972622057607,0.000146974196395965
0,3,2,1,0.85,0.0945276437038411,0.000249909652141173
0,3,2,1,0.9,0.112251073452942,-0.000133349913755406
0,3,2,1,0.95,0.14615358471158,-0.00166156879030035
0,3,2,10,0.85,0.0940273109988725,0.000255053893057285
0,3,2,10,0.9,0.111483940528183,-0.00113826710713376
0,3,2,10,0.95,0.147723126537911,0.00043953877128841
0,3,2,11,0.85,0.0948650002071576,-0.000266251669001049
0,3,2,11,0.9,0.111160980924741,3.38539124936724e-05
0,3,2,11,0.95,0.147622471986986,0.000102948323120591
0,3,2,12,0.85,0.0957589089725221,0.000118714020260788
0,3,2,12,0.9,0.11130265835797,0.000352284610951308
0,3,2,12,0.95,0.147942333422954,0.000455542681563919
0,3,2,13,0.85,0.0944931387683441,0.000135492342704642
0,3,2,13,0.9,0.112844886747393,-0.000222738672904545
0,3,2,13,0.95,0.146757763331046,0.0010647960235613
0,3,2,14,0.85,0.0954710734334811,-0.000377368202268605
0,3,2,14,0.9,0.110175554826545,-0.00102770135449267
0,3,2,14,0.95,0.145701087291467,-0.000528279138310819
0,3,2,15,0.85,0.0954262337459457,-0.000234195809715755
0,3,2,15,0.9,0.111662938772746,-0.000294220881640983
0,3,2,15,0.95,0.14636360021461,0.000269494746453128
0,3,2,16,0.85,0.0954464864418273,-0.000342521308257771
0,3,2,16,0.9,0.11313468574752,0.000267123611480497
0,3,2,16,0.95,0.147261948186817,-0.000704476397093972
0,3,2,17,0.85,0.0949251068360266,-0.00102814385434451
0,3,2,17,0.9,0.113055091313211,0.00013087637037387
0,3,2,17,0.95,0.146257086354907,0.000151724322359214
0,3,2,18,0.85,0.0952010237413494,5.64845125357473e-05
0,3,2,18,0.9,0.112077161965761,-0.000421502839420681
0,3,2,18,0.95,0.145878166769468,0.000264195916475829
0,3,2,19,0.85,0.0951188032877854,-0.000613975074230268
0,3,2,19,0.9,0.112582684555713,-0.000527198729054455
0,3,2,19,0.95,0.146888681313629,0.000972212190085412
0,3,2,2,0.85,0.0956308946161438,0.000574474860216971
0,3,2,2,0.9,0.110555966400811,-0.000734328882912099
0,3,2,2,0.95,0.148671511934317,0.000767657205714623
0,3,2,20,0.85,0.0946981401969434,7.63230360638161e-05
0,3,2,20,0.9,0.112095496529721,0.000949595280978879
0,3,2,20,0.95,0.1474733860465,0.000859393215919185
0,3,2,3,0.85,0.0954277321313795,-0.000477564468954723
0,3,2,3,0.9,0.111654567197355,-0.00067582193661288
0,3,2,3,0.95,0.146970452037404,0.00139463823356935
0,3,2,4,0.85,0.09524472268599,-0.000600948291158114
0,3,2,4,0.9,0.111786762465845,2.84344013843051e-06
0,3,2,4,0.95,0.146241420210727,0.000876591503292203
0,3,2,5,0.85,0.0961273222837802,-1.90231817474796e-05
0,3,2,5,0.9,0.112427328435,0.000407102957127415
0,3,2,5,0.95,0.145578307138953,0.000263376234243983
0,3,2,6,0.85,0.0953007707841053,0.000308502640275179
0,3,2,6,0.9,0.111026526720819,0.000463326909007107
0,3,2,6,0.95,0.145543717255428,-0.00183553936362939
0,3,2,7,0.85,0.0952043986159919,0.000794124452275137
0,3,2,7,0.9,0.111584438474461,-0.000264642252763258
0,3,2,7,0.95,0.146632698642137,0.000294865522090165
0,3,2,8,0.85,0.0957650807588235,0.00041473137520418
0,3,2,8,0.9,0.113199778346521,-0.000657024065865426
0,3,2,8,0.95,0.148009631111503,-0.000497238791475729
0,3,2,9,0.85,0.0956342114054061,5.97474577908278e-05
0,3,2,9,0.9,0.11115720212655,0.00128735709479912
0,3,2,9,0.95,0.14827009094107,0.00115701615179088
0,3,3,1,0.85,0.110043873920863,-0.000497680922676321
0,3,3,1,0.9,0.126058754454092,0.000527754248155493
0,3,3,1,0.95,0.16044596281189,0.00025412930035739
0,3,3,10,0.85,0.108351370230145,-0.000134316582025334
0,3,3,10,0.9,0.12595782639165,-0.000619986593928979
0,3,3,10,0.95,0.159635375584568,0.00078211998361982
0,3,3,11,0.85,0.108779501135237,-0.000174773862913111
0,3,3,11,0.9,0.125890184731459,0.000124238004894224
0,3,3,11,0.95,0.160313331690447,-0.00075362554085478
0,3,3,12,0.85,0.10856527633128,0.000380059351715344
0,3,3,12,0.9,0.124256757919128,-0.00095232750902632
0,3,3,12,0.95,0.159085926923932,0.000473157392620346
0,3,3,13,0.85,0.108974931266942,0.000293036022444583
0,3,3,13,0.9,0.124417073418557,0.00029990989639002
0,3,3,13,0.95,0.159550370754755,-0.000486015518958978
0,3,3,14,0.85,0.109244518296155,-0.000351793595515317
0,3,3,14,0.9,0.125596361893974,-0.000965208517748476
0,3,3,14,0.95,0.160911670109281,-3.96424966178185e-05
0,3,3,15,0.85,0.109558130916655,-3.98796813862403e-05
0,3,3,15,0.9,0.124362369067021,-0.000177737935624248
0,3,3,15,0.95,0.161535734040369,-0.0010831635849694
0,3,3,16,0.85,0.109740588186878,-0.000948808825952652
0,3,3,16,0.9,0.126388285099469,0.000183868217044157
0,3,3,16,0.95,0.16282935157416,0.000715198374044233
0,3,3,17,0.85,0.109201062375967,0.000323965837833493
0,3,3,17,0.9,0.126462222835607,-0.000297470068043563
0,3,3,17,0.95,0.160272224409099,-0.00116158533079904
0,3,3,18,0.85,0.107937393935113,0.000285988972025235
0,3,3,18,0.9,0.125830180816778,0.000114532958459943
0,3,3,18,0.95,0.160192078601276,0.000618896993807429
0,3,3,19,0.85,0.10968531621608,0.000891586916843104
0,3,3,19,0.9,0.126014605976831,-0.000410789773616745
0,3,3,19,0.95,0.16249351410813,0.00169411569573492
0,3,3,2,0.85,0.108762484333238,0.000484960339646748
0,3,3,2,0.9,0.124928153983687,-0.000704306709705941
0,3,3,2,0.95,0.160930236841491,0.000494774840773144
0,3,3,20,0.85,0.108279569942662,-0.00023939962431988
0,3,3,20,0.9,0.125470632120825,-0.000405924495548081
0,3,3,20,0.95,0.445654414046008,0.00102704056900294
0,3,3,3,0.85,0.109036308265525,-5.55078049691788e-05
0,3,3,3,0.9,0.125282113502237,0.000137676497608359
0,3,3,3,0.95,0.161495391649934,0.000723396925274962
0,3,3,4,0.85,0.10929729305008,0.00132629076285945
0,3,3,4,0.9,0.125204043079113,-0.000110237205574834
0,3,3,4,0.95,0.160401288468482,0.000239502243923055
0,3,3,5,0.85,0.10866308158536,0.000638272231532518
0,3,3,5,0.9,0.125534763636402,0.000927890678962835
0,3,3,5,0.95,0.160501743635293,0.00135453973838598
0,3,3,6,0.85,0.110686972111663,0.000369657760320144
0,3,3,6,0.9,0.12738378480204,-0.000476916119551947
0,3,3,6,0.95,0.160271592627068,-0.000685263328787999
0,3,3,7,0.85,0.108875960098446,3.31181999370182e-06
0,3,3,7,0.9,0.126174540180742,0.00041469829443843
0,3,3,7,0.95,0.160683618085754,0.000831075838002665
0,3,3,8,0.85,0.108128277427742,0.000201384515829354
0,3,3,8,0.9,0.125542421638685,-0.000151315239048846
0,3,3,8,0.95,0.160329462733903,-0.000590086483895997
0,3,3,9,0.85,0.10780644338348,-0.000705591141890568
0,3,3,9,0.9,0.126205070597325,0.000444876077748896
0,3,3,9,0.95,0.161688358497995,0.00110493185395845
0.3333333,0,1,1,0.9,0.0940451152720377,0.000687778585010018
0.3333333,0,1,17,0.85,0.0778386406898164,4.42135154346293e-05
0.3333333,0,1,18,0.85,0.0778870873530158,0.000271328451865085
0.3333333,0,1,19,0.85,0.0776502022281682,-0.000313921084070904
0.3333333,0,1,2,0.9,0.0934119439234267,0.00024553878041465
0.3333333,0,1,20,0.85,0.0778390363694675,0.000354973024617755
